record_id,date,category,value,unit,source,status
R0000304,2022-07-18,admission,3.3,points,SYSTEM_C,
R0000634,2022-01-03,imaging,26.46,min, system_b,ok
R0000233,2022-10-01,lab_test,4.53,g/dL,system_c,rejected
R0000517,01/09/2022,follow_up,17.04,count,system_a,cancelled
R0000790,2022-09-07,billing,3149.64,USD, system_c,rejected
R0000576,2022-02-19,transfer,4.24,count,manual_entry,pending
R0000150,2022-02-25,lab_test,24.77,mmol/L,manual_entry,review
R0001185,2022-07-01,transfer,1.15,count,manual_entry,rejected
R0000950,2022-07-28,discharge,8.84,count,system_c,ok
R0000193,2022-01-01,discharge,8.97,min,system_c,ok
R0000984,2022-02-22,medication,133.96,mg,manual_entry,review
R0000281,2022-11-10,admission,6.04,count,manual_entry,pending
R0000706,2022-07-06,admission,7.94,points,import_batch,rejected
R0001144,2022-07-08,lab_test,22.08,mmol/L,manual_entry,OK
R0000675,2022-05-21,BILLING,3044.12,USD,system_b,OK
R0000944,2022-05-29,admission,3.17,points,system_c,ok
R0001154,2022-10-19,billing,3307.26,USD,,cancelled
R0000644,2022-11-15,imaging,70.44,min,system_c,cancelled
R0000107,2022-09-12,DISCHARGE,4.76,min,import_batch,review
R0000450,25/01/2022,discharge,4.33,min,system_c,pending
R0000001,2022-11-29,DISCHARGE,2.26,min, import_batch,review
R0000169,2022-07-20,lab_test,13.88,g/dL,system_a,review
R0000958,10/04/2022,follow-up,53.53,points,system_b,review
R0001100,2022-01-03,admission,2.51,min,system_a,review
R0000778,2022-11-09,lab_test,7.81,mg/L,import_batch,OK
R0000444,2022-02-13,admission,2.32,points,import_batch,rejected
R0000489,2022-03-31,billing,4556.0,SEK,system_a,cancelled
R0000481,2022-09-14,admission,5.06,points,system_c,ok
R0000989,2022-02-25,billing,4004.08,USD,,pending
R0001069,2022-10-17,follow-up,,points,system_b,pending
R0000373,2022-04-29,lab_test,0.66,g/dL,manual_entry,OK
R0001174,2022-11-23,discharge,1.53,min,SYSTEM_A,review
R0001048,2022-01-05,transfer,8.05,min,SYSTEM_C,review
R0000086,2022-08-18,admission,4.39,points,system_b,pending
R0000546,2022-04-03,billing,974.96,SEK,system_b,ok
R0001074,2022-05-31,billing,4717.97,SEK,system_c,ok
R0000990,2022-07-04,DISCHARGE,4.45,min,import_batch,OK
R0000713,2022-06-18,TRANSFER,,count,system_a,rejected
R0000366,2022-08-29,billing,2199.53,SEK,import_batch,
R0001170,2022-08-26,transfer,2.61,count,manual_entry,review
R0000850,2022-05-31,admission,2.63,min,import_batch,review
R0000657,2022-12-12,billing,428.4,EUR,manual_entry,review
R0000141,2022-10-18,medication,180.18,dose,system_b,ok
R0000762,2022-04-29,billing ,3377.97,USD,SYSTEM_C,ok
R0000834,2022-04-03,imaging,5.84,min, system_c,
R0000848,2022-02-12,follow_up,76.98,min,manual_entry,ok
R0000753,25/05/2022,transfer,5.3,points,system_b,ok
R0001163,2022-12-19,follow-up,76.94,count,system_a,Review
R0000566,2022-01-02,billing,2488.38,EUR,manual_entry,pending
R0000540,2022-05-16,labtest,23.82,mg/L,system_a,ok
R0000661,2022-10-16,discharge ,4.33,count,import_batch,pending
R0001168,2022-11-03,billing,3079.78,USD,manual_entry,rejected
R0000920,2022-05-06,labtest,6.44,g/dL, system_c,ok
R0000975,2022-10-04,billing,3515.55,SEK,manual_entry,OK
R0000640,2022-12-16,transfer,8.89,min,,pending
R0000730,2022-10-05,admission,6.23,count,system_c,rejected
R0000683,2022-11-16,follow_up,59.45,count,system_c,rejected
R0000224,2022-06-10,follow_up,61.13,points,system_b,Rejected
R0000870,2022-08-12,follow_up,24.41,points,manual_entry,
R0000740,2022-01-12,transfer,5.01,min,manual_entry,cancelled
R0000856,2022-07-28,discharge ,2.31,count,system_a,cancelled
R0001058,2022-09-30,discharge,4.96,points,manual_entry,cancelled
R0000918,2022-09-29,admission,9.0,count,manual_entry,OK
R0000334,2022-09-07,lab_test,5.29,mmol/L,import_batch,ok
R0001143,2022-10-17,admission,,min,system_c,review
R0001184,2022-10-05,medication,467.62,mg,import_batch,review
R0001015,05/07/2022,medication,261.8,mg,system_a,OK
R0001071,2022-09-25,billing,2868.28,EUR,SYSTEM_B,cancelled
R0000414,2022-11-29,admission,6.67,points,system_c,review
R0000701,2022-10-12,lab_test,11.57,mmol/L,system_c,ok
R0000045,2022-12-18,lab_test,,mg/L, import_batch,cancelled
R0000575,25/09/2022,lab_test,2.42,mg/L,system_b,review
R0000448,2022-08-14,DISCHARGE,5.29,min,import_batch,review
R0000787,2022-12-17,imaging,67.56,min,system_a,pending
R0000643,02/07/2022,MEDICATION,890.53,ml,system_a,pending
R0000299,2022-08-17,imaging,57.27,count,import_batch,ok
R0000866,2022-05-19,medication,152.55,ml,manual_entry,ok
R0000034,2022-03-20,billing,3757.67,SEK,system_a,OK
R0000113,2022-12-06,discharge,2.36,min,manual_entry,pending
R0000091,2022-10-22,medication,,mg,import_batch,review
R0000449,2022-10-14,follow_up,14.43,min,import_batch,Rejected
R0000237,2022-01-27,lab_test,10.77,mg/L,SYSTEM_C,ok
R0000524,2022-04-22,BILLING,2922.9,EUR,manual_entry,rejected
R0000573,2022-07-23,imaging,8.57,count,MANUAL_ENTRY,ok
R0001152,2022-04-15,discharge,1.62,points,system_c,review
R0001001,2022-08-26,lab_test,9.16,mg/L,import_batch,rejected
R0000320,2022-04-18,transfer,3.91,count,import_batch,cancelled
R0001080,2022-03-01,transfer,2.27,count,import_batch,review
R0000513,2022-03-13,transfer,9.78,min,,rejected
R0000010,13/08/2022,labtest,4.21,mmol/L,import_batch,rejected
R0000755,2022-10-23,admission,8.15,min,system_b,rejected
R0001018,2022-02-19,DISCHARGE,7.63,count,system_c,OK
R0000475,2022-05-26,billing,1429.08,SEK,manual_entry,ok
R0000599,2022-05-10,follow_up,31.87,points,system_c,pending
R0000130,2022-09-26,lab_test,7.58,g/dL,system_b,cancelled
R0000995,2022-07-07,follow-up,22.21,points,system_c,
R0000912,2022-01-09,follow-up,10.69,min,system_b,review
R0000439,2022-02-22,medication,604.69,dose,manual_entry,review
R0001027,2022-12-05,imaging,82.17,min,,cancelled
R0000736,2022-07-11,BILLING,4036.59,EUR,,pending
R0001060,2022-10-24,medication,622.48,dose,system_b,cancelled
R0000961,2022-03-17,admission,9.08,min,system_b,ok
R0000293,2022-10-23,imaging,21.56,count,import_batch,rejected
R0001046,2022-01-08,medication ,998.64,ml,import_batch,cancelled
R0001199,2022-12-09,lab_test,10.7,mmol/L,import_batch,review
R0000441,2022-09-29,imaging,1.59,min,system_b,cancelled
R0000789,2022-11-15,discharge,6.94,count,manual_entry,ok
R0000094,2022-10-06,follow_up,81.15,min,system_c,cancelled
R0001125,2022-01-18,imaging ,21.18,count,system_b,ok
R0001021,14/08/2022,transfer,3.28,points,,pending
R0001140,2022-01-24,imaging,54.63,min,system_a,cancelled
R0000833,2022-06-02,medication,651.76,ml,system_a,pending
R0000853,2022-10-20,discharge,6.02,count,system_c,pending
R0000688,2022-05-20,imaging,89.59,count,import_batch,OK
R0000038,2022-12-09,medication,465.41,dose,system_b,pending
R0000769,2022-03-30,imaging,63.22,count,import_batch,rejected
R0000628,2022-05-26,imaging ,26.81,count,system_c,rejected
R0000888,2022-06-22,lab_test,9.32,mg/L,manual_entry,cancelled
R0000645,2022-01-18,discharge,5.69,count,SYSTEM_B,OK
R0000828,2022-03-13,billing,3084.76,EUR,IMPORT_BATCH,pending
R0000354,2022-04-08,follow_up,17.66,min,manual_entry,ok
R0000900, 2022-09-12 ,BILLING,1404.49,SEK,import_batch,cancelled
R0001190,2022-05-19,billing,635.42,EUR,MANUAL_ENTRY,Ok
R0001095,2022-04-05,lab_test,15.86,mg/L,manual_entry,cancelled
R0000571,2022-07-10,lab_test,5.55,mmol/L,system_a,rejected
R0000308,2022-03-16,transfer,2.25,count,system_c,rejected
R0001066,2022-04-04,follow_up,19.5,points,SYSTEM_A,ok
R0000729,2022-03-09,imaging,58.92,count,system_a,pending
R0000419,2022-01-03,imaging,23.8,min,system_b,review
R0000832,2022-05-14,transfer,53.46,count,system_c,review
R0000134,2022-01-09,transfer,5.48,min,system_c,review
R0000612,2022-04-15,admission,1.91,count,manual_entry,cancelled
R0000815,2022-02-01,billing,1292.2,EUR,,cancelled
R0000656,2022-05-04,follow_up,26.92,points,system_b,cancelled
R0000362,2022-05-01,transfer,6.55,min,system_a,rejected
R0000431,2022-07-27,medication,79.14,mg, manual_entry,pending
R0001035,2022-11-10,follow_up,39.82,points,manual_entry,rejected
R0000842,2022-11-17,billing,1303.34,EUR,manual_entry,ok
R0001136,2022-06-14,TRANSFER,1.7,points,SYSTEM_C,rejected
R0001153,2022-08-19,lab test,16.8,mmol/L,manual_entry,Ok
R0000185,2022-07-16,billing ,1411.16,SEK,import_batch,review
R0000621,2022-06-15,discharge,4.19,count,system_a,pending
R0000457,2022-12-12,follow_up,11.51,points,MANUAL_ENTRY,ok
R0000708,2022-01-19,follow_up,68.64,count,system_a,ok
R0000829,2022-02-15,lab_test,9.07,mg/L,system_a,rejected
R0000018,01/03/2022,discharge,4.94,min,IMPORT_BATCH,ok
R0000815,2022-02-01,billing,1292.2,EUR,,cancelled
R0000632,2022-07-16,BILLING,837.94,SEK,manual_entry,pending
R0001051, 2022-03-11 ,follow_up,49.45,min,import_batch,ok
R0000718,2022-08-03,follow_up,44.95,min,import_batch,ok
R0001036,2022-01-01,medication,444.5,ml,system_b,rejected
R0000351,2022-09-12,lab_test,19.24,mg/L,system_c,OK
R0000768, 2022-06-30 ,billing,944.65,SEK,manual_entry,cancelled
R0000016,2022-05-14,discharge,9.47,count,,review
R0000407,2022-09-06,medication,422.6,dose,system_a,pending
R0000648,2022-05-02,admission,7.49,points,manual_entry,cancelled
R0000726,2022-09-25,imaging,24.09,count,manual_entry,pending
R0000680,2022-03-02,admission ,2.78,points,manual_entry,OK
R0000189,2022-11-11,lab_test,20.28,mg/L,system_a,review
R0000135,2022-06-30,billing,1930.21,SEK,system_c,rejected
R0000301,2022-06-06,imaging,24.7,count,system_a,cancelled
R0000309,23/11/2022,lab_test,18.01,g/dL,system_a,rejected
R0000231,2022-05-21,follow_up,17.37,count,import_batch,review
R0000149,2022-06-05,imaging,49.96,count,manual_entry,rejected
R0000056,2022-01-24,admission,9.29,count,system_a,pending
R0000734,2022-08-31,follow-up,21.03,min,manual_entry,pending
R0000251,2022-07-04,lab_test,24.2,g/dL,system_b,Pending
R0000314,2022-03-11,medication,919.11,ml,manual_entry,review
R0000979,02/07/2022,transfer,6.67,points,import_batch,ok
R0000884,29/08/2022,admission,2.97,min,system_a,review
R0000007,2022-06-24,lab_test,9.68,mmol/L, import_batch,review
R0000486,2022-11-05,billing,365.36,SEK,manual_entry,review
R0000978,2022-03-08,labtest,19.98,mg/L,import_batch,cancelled
R0000561,19/09/2022,lab_test,20.41,g/dL,import_batch,ok
R0000172,2022-05-03,lab_test,23.03,mmol/L,import_batch,ok
R0000930,2022-03-01,imaging,75.47,min,system_a,rejected
R0000114,2022-06-02,billing,2688.98,SEK,system_c,review
R0000903,2022-10-01,discharge,1.03,count,system_c,ok
R0000932,2022-04-02,imaging,46.25,count,import_batch,cancelled
R0000418,2022-12-21,imaging,3.56,min,system_b,ok
R0000873,2022-12-31,discharge,8.06,points,import_batch,ok
R0000324,31/07/2022,admission,4.04,count,system_b,review
R0001092,2022-09-07,lab_test,18.78,mmol/L,system_a,
R0000026,2022-03-28,lab_test,20.86,mmol/L,import_batch,pending
R0000855,2022-03-30,admission ,5.77,points,system_b,rejected
R0000801,2022-08-10,medication,543.29,mg,import_batch,pending
R0000146,2022-08-04,billing,2819.71,SEK,manual_entry,Pending
R0000728,2022-01-29,admission,7.67,points,system_c,review
R0000737,2022-01-24,billing,3708.13,EUR,system_c,rejected
R0000756,2022-02-19,imaging,11.49,min,system_c,rejected
R0000484,06/06/2022,follow_up,8.59,min,manual_entry,cancelled
R0000885,2022-09-05,medication,814.57,dose,import_batch,OK
R0001097,2022-12-14,billing,,SEK,system_a,OK
R0000580,25/02/2022,discharge,8.68,count,system_c,rejected
R0000390,2022-02-20,imaging,32.29,count,import_batch,review
R0000554,2022-05-02,admission,7.37,points,system_c,
R0000733,2022-06-13,follow_up,43.2,count,import_batch,pending
R0000112,2022-01-17,follow_up,77.62,points,system_b,rejected
R0000096,2022-08-16,medication,431.18,dose,system_a,review
R0000165,2022-02-12,follow-up,0.07,count,system_b,cancelled
R0000176,2022-01-27,lab_test,22.86,mg/L,manual_entry,review
R0000463,2022-07-05,discharge,2.99,count,system_c,pending
R0000719,2022-01-12,admission,5.53,count,system_a,rejected
R0001193,2022-09-15,transfer,9.55,count,import_batch,cancelled
R0000092,2022-08-29,lab_test,6.09,mg/L,system_c,review
R0000860,2022-06-06,transfer,3.26,points,import_batch,pending
R0000751,2022-09-26,imaging,24.6,min,MANUAL_ENTRY,ok
R0000222,2022-11-15,medication,738.8,dose,,pending
R0000820,2022-04-21,lab_test,,g/dL,system_a,pending
R0000027,01/08/2022,medication,94.29,dose,system_b,review
R0000699,18/05/2022,billing,1300.25,EUR,SYSTEM_C,review
R0000577,2022-04-02,lab_test,24.23,mmol/L,system_c,review
R0001113,09/06/2022,labtest,15.94,g/dL,import_batch,rejected
R0001119,08/12/2022,IMAGING,33.75,min,manual_entry,
R0001088,2022-11-13,billing,440.75,USD,system_b,review
R0001028,07/10/2022,imaging,49.11,min,system_b,cancelled
R0000606,2022-05-04,billing,2939.25,SEK,import_batch,rejected
R0000062,2022-01-08,follow_up,33.87,min,system_b,review
R0000031,2022-07-19,billing,1073.83,EUR,system_a,ok
R0000321,2022-03-08,admission ,5.76,points,system_c,review
R0000811,2022-06-24,admission,2.59,count, system_a,
R0000488,2022-03-15,discharge,2.85,count,import_batch,OK
R0000743,2022-04-26,follow_up,33.04,points,manual_entry,OK
R0000348,2022-11-14,lab_test,248.75,mg/L,system_b,
R0000011,2022-06-19,follow-up,2.1,count,,ok
R0000032,2022-11-15,billing,3036.1,USD,system_a,pending
R0001098,2022-05-04,follow_up,98.2,points,system_a,cancelled
R0000557,2022-08-11,discharge,6.88,points,manual_entry,rejected
R0000955,2022-02-22,admission,4.08,min,import_batch,cancelled
R0000862,2022-10-18,labtest,16.0,g/dL,system_b,rejected
R0000370,2022-09-02,transfer,5.19,count,system_a,cancelled
R0000585,2022-10-24,TRANSFER,5.5,min, system_c,pending
R0000072,2022-10-12,discharge,4.81,points,system_c,rejected
R0000943,16/09/2022,medication,,dose,manual_entry,review
R0000425,2022-11-26,follow_up,0.58,min,system_c,review
R0000401,2022-05-17,discharge,2.03,count,,rejected
R0000875,2022-05-08,admission,2.5,count,import_batch,pending
R0000344, 2022-02-13 ,admission,6.33,points,system_c,review
R0000996,2022-11-27,lab_test,23.97,mmol/L,import_batch,ok
R0000033,2022-07-14,billing,,USD,system_b,cancelled
R0000846,2022-03-02,medication,210.03,ml,SYSTEM_A,Ok
R0000156,2022-04-04,billing,1792.33,USD,system_c,cancelled
R0000880,2022-04-22,admission,3.98,min,,OK
R0000174,2022-09-19,medication ,873.59,mg,system_c,review
R0000783,21/08/2022,admission,3.8,count,import_batch,pending
R0000982,2022-11-14,billing,1225.05,USD,,cancelled
R0000409,2022-05-21,medication,123.15,mg,manual_entry,pending
R0001061,2022-10-13,follow-up,25.38,min,import_batch,pending
R0000153,2022-06-25,follow_up,47.62,points,SYSTEM_C,
R0000810,18/09/2022,transfer,4.08,min,manual_entry,ok
R0000847,2022-06-29,transfer,3.7,count,import_batch,rejected
R0000052,2022-06-02,imaging,83.05,count,system_c,OK
R0000763,2022-05-11,medication,454.91,dose,system_c,
R0000391,2022-08-14,admission,3.54,points,system_a,rejected
R0000749,2022-08-29,discharge,1.14,min,system_a,pending
R0000442,2022-06-11,imaging ,37.43,min,system_c,review
R0000539,26/09/2022,discharge,156.92,points,import_batch,pending
R0000392,2022-01-21,discharge,4.82,min,system_c,cancelled
R0000843,2022-10-22,transfer,8.19,points,manual_entry,review
R0000806,13/02/2022,follow-up,98.78,count,manual_entry,review
R0000037, 2022-09-25 ,discharge,,min,manual_entry,rejected
R0000053,2022-01-23,follow_up,34.51,min,system_c,rejected
R0000754,2022-03-16,discharge,6.93,min,import_batch,pending
R0000547,2022-12-25,lab_test,6.92,mg/L,,ok
R0000111,2022-12-19,medication,532.81,dose,system_c,cancelled
R0000765,2022-09-06,billing,3861.23,USD,import_batch,cancelled
R0000803,2022-02-16,follow_up,62.81,points,SYSTEM_A,
R0001031,2022-10-04,transfer,6.14,points,system_a,
R0000823,2022-05-17,imaging,23.17,count,system_a,review
R0001116,2022-05-03,follow_up,56.37,min,import_batch,cancelled
R0000662,2022-03-02,billing,933.16,EUR,system_b,cancelled
R0000711,2022-08-12,discharge,8.14,min,import_batch,cancelled
R0000953,2022-06-24,imaging,8.87,min,manual_entry,pending
R0000909,2022-09-26,billing,2516.52,USD,,pending
R0000297,2022-03-30,labtest,3.55,mmol/L,system_c,ok
R0000190,2022-07-22,lab_test,21.12,mg/L,system_b,ok
R0000746,2022-03-05,admission ,9.53,min,system_b,pending
R0000306,2022-05-12,ADMISSION,5.41,points,system_c,review
R0000906,2022-08-20,imaging,67.55,min,manual_entry,cancelled
R0000081,2022-08-25,discharge,3.47,points,MANUAL_ENTRY,ok
R0000951,2022-01-22,lab_test,3.78,g/dL,system_a,cancelled
R0000985,2022-04-24,lab_test,8.26,g/dL,manual_entry,review
R0000188,2022-12-25,admission,9.84,count,system_b,OK
R0000963,2022-01-21,lab_test,8.49,g/dL,system_c,cancelled
R0000417,2022-05-25,billing,2496.04,EUR,system_c,pending
R0000910,2022-02-10,discharge,7.91,count,import_batch,review
R0001014,2022-04-27,transfer,5.45,min,system_a,
R0001093,23/12/2022,admission,9.49,min,manual_entry,
R0000155,2022-11-24,billing,1427.81,USD,import_batch,cancelled
R0000819,2022-08-10,lab test,3.83,mg/L,system_c,pending
R0000572,2022-06-08,imaging,54.68,count,import_batch,
R0000602,2022-01-11,billing,1634.6,EUR,system_c,cancelled
R0001000,2022-11-24,lab_test,4.4,mg/L,manual_entry,cancelled
R0000477,2022-11-03,transfer,9.98,points,system_b,review
R0000997,2022-09-23,medication,9.11,mg,system_b,review
R0000284,2022-04-12,labtest,11.81,mmol/L,system_a,rejected
R0000747,2022-07-04,lab_test,3.13,g/dL,import_batch,pending
R0000148,2022-07-21,lab_test,5.1,g/dL,system_c,pending
R0000965,2022-02-11,DISCHARGE,4.01,count,,Review
R0000102,15/09/2022,billing,1619.29,SEK,system_b,pending
R0000317,2022-10-29,follow_up,13.16,count,manual_entry,review
R0000631,2022-10-27,discharge,9.66,points,import_batch,cancelled
R0001024,2022-05-11,imaging,51.1,count,IMPORT_BATCH,ok
R0000495,2022-09-20,imaging,89.05,count,system_b,pending
R0000637,2022-05-15,TRANSFER,1.67,count,import_batch,ok
R0001130,2022-10-01,discharge,9.66,points,system_a,rejected
R0000078,2022-10-29,billing,1483.1,USD,import_batch,rejected
R0001038,2022-07-28,DISCHARGE,8.47,count,system_c,pending
R0000565,01/12/2022,discharge,1.81,points,system_c,review
R0001173,2022-01-05,labtest,9.37,mg/L,system_c,review
R0001025,2022-03-03,admission,6.38,min,import_batch,pending
R0000954,2022-05-04,billing,588.43,SEK,system_b,cancelled
R0001086,2022-11-14,BILLING,,USD,system_c,OK
R0000221,2022-03-31,discharge,9.55,points,system_c,cancelled
R0000579,2022-10-15,transfer,5.05,points,,ok
R0000103,2022-11-11,admission,2.48,points,import_batch,review
R0000279,2022-02-15,follow-up,59.08,points,manual_entry,cancelled
R0000976,2022-03-18,lab test,16.88,g/dL,SYSTEM_C,ok
R0000606,2022-05-04,billing,2938.09,SEK,import_batch,rejected
R0000377,03/09/2022,transfer ,3.82,points,import_batch,rejected
R0000507,2022-02-11,lab_test,3.77,mmol/L,SYSTEM_B,rejected
R0000707,2022-01-21,lab_test,-21.77,g/dL,import_batch,rejected
R0000725,2022-11-23,transfer,2.42,min,system_c,review
R0000058,2022-08-06,medication,,dose,system_c,cancelled
R0000021,2022-06-20,imaging,50.83,count,system_b,Rejected
R0000068,2022-01-23,imaging,5.66,count,manual_entry,rejected
R0001052,2022-12-23,billing,2153.69,SEK,system_b,rejected
R0000275,2022-07-27,medication,774.97,dose,manual_entry,cancelled
R0000008,2022-03-24,billing ,4385.47,SEK,system_a,review
R0001006,2022-10-23,billing,2890.57,USD,system_b,Ok
R0000967,18/08/2022,imaging,,min,manual_entry,
R0000462, 2022-12-23 ,follow_up,87.67,points,manual_entry,review
R0000365,2022-05-23,imaging,57.78,count,system_b,pending
R0000669,2022-09-08,discharge,5.02,min,system_c,pending
R0000742,2022-08-09,discharge,6.02,points,system_a,pending
R0000845,2022-02-06,discharge,8.51,points,,review
R0000626,2022-09-16,medication,7.44,dose,system_a,pending
R0001068,2022-05-18,transfer,7.34,count,system_a,review
R0000971,2022-09-19,transfer,1.67,count,system_a,ok
R0001192,31/10/2022,discharge,3.13,min,SYSTEM_A,rejected
R0000671,2022-01-11,imaging,37.47,count,system_a,review
R0000070,2022-07-24,transfer,5.08,points,import_batch,pending
R0000269,2022-06-11,transfer ,1.71,count,,ok
R0001090,2022-06-28,DISCHARGE,7.1,min,system_b,
R0000171,2022-07-25,DISCHARGE,,count,system_a,review
R0000939,2022-11-26,labtest,1.27,mg/L,system_a,cancelled
R0000807,2022-09-11,discharge ,4.54,points,system_b,ok
R0000137, 2022-10-02 ,TRANSFER,6.55,points,,Ok
R0000406,2022-01-15,medication,830.38,ml,system_c,rejected
R0000131,2022-05-05,billing,3784.36,EUR,system_b,rejected
R0000559,2022-01-07,discharge,9.73,min,system_a,
R0000191,2022-10-29,transfer,7.59,count,system_c,review
R0001115,2022-05-17,transfer,9.54,count,system_a,OK
R0000936,14/05/2022,discharge ,8.09,min,MANUAL_ENTRY,
R0001094,2022-08-23,follow_up,71.67,points,system_c,Pending
R0000981,2022-12-15,follow_up,57.46,count,system_b,ok
R0000198,2022-10-05,billing,2256.59,EUR,system_c,ok
R0000358,2022-03-26,billing,729.78,USD,import_batch,rejected
R0000116,2022-05-05,medication,442.93,mg,import_batch,ok
R0000638,16/10/2022,admission,8.99,min,system_c,pending
R0000013,2022-10-09,DISCHARGE,8.76,points,manual_entry,ok
R0000620,2022-04-11,follow_up,83.41,min,import_batch,ok
R0000940,2022-03-29,follow_up,37.81,count,system_c,rejected
R0000735,2022-08-02,billing,1351.13,EUR,system_c,rejected
R0000239,2022-01-21,transfer,6.56,count,system_a,review
R0001109,2022-07-27,admission,3.48,points,system_a,Rejected
R0001083,2022-04-27,billing,3739.39,USD,system_c,review
R0001040,2022-02-03,follow-up,42.89,count,SYSTEM_C,ok
R0000461,2022-03-30,imaging,41.92,min, system_a,
R0000487,2022-10-02,lab test,5.9,mmol/L,IMPORT_BATCH,rejected
R0000780,2022-04-05,discharge,7.17,points,system_c,rejected
R0000291,07/01/2022,labtest,12.19,mg/L,manual_entry,cancelled
R0000415,2022-10-20,billing,4373.85,EUR,system_c,pending
R0000941,2022-05-09,medication,,mg,system_b,pending
R0000240,2022-09-21,transfer,5.86,count,system_c,cancelled
R0000750,2022-03-25,admission,6.95,count,system_b,pending
R0001166,2022-10-04,transfer,4.38,count,import_batch,OK
R0000525,02/04/2022,imaging,77.2,count,manual_entry,ok
R0000368,2022-01-01,admission,5.13,min,manual_entry,cancelled
R0001101,2022-07-15,discharge,2.9,count,import_batch,rejected
R0000668,2022-06-01,billing,2446.95,SEK,system_b,rejected
R0000454,2022-07-25,imaging,84.32,count,system_b,ok
R0000482, 2022-03-12 ,discharge,1.64,count,system_c,cancelled
R0000562,2022-02-27,billing ,,SEK,system_b,rejected
R0000211,04/04/2022,imaging,60.8,min,import_batch,cancelled
R0000506,2022-12-28,medication,709.42,dose,manual_entry,ok
R0000520,2022-08-24,imaging,33.49,min,import_batch,
R0000067,2022-01-08,imaging,-14.13,count,system_b,OK
R0000536,2022-11-08,billing,3448.96,SEK,import_batch,cancelled
R0000779,2022-03-03,transfer,5.77,count,import_batch,ok
R0000516,17/08/2022,discharge,7.41,min,IMPORT_BATCH,review
R0000605,2022-11-10,billing,4516.27,SEK,system_a,Cancelled
R0000935,2022-05-28,admission,7.05,min,system_c,review
R0000313,2022-06-05,admission,8.9,min,system_a,ok
R0000208,2022-05-25,medication,459.54,ml,import_batch,cancelled
R0001128,2022-09-19,imaging,38.67,count,,ok
R0000994,2022-11-12,discharge,1.05,min,manual_entry,cancelled
R0000739,2022-02-04,billing,2891.74,SEK,import_batch,cancelled
R0000795,2022-06-12,lab_test,4.68,g/dL,manual_entry,review
R0000924,2022-05-02,follow_up,21.85,count,manual_entry,rejected
R0000841,2022-09-11,transfer,5.87,min,import_batch,cancelled
R0000393,2022-12-14,follow-up,73.62,min,manual_entry,ok
R0000776,2022-08-18,imaging,52.11,count,manual_entry,
R0000109,2022-06-23,BILLING,2788.45,USD,system_c,pending
R0000808,2022-06-22,billing,1000.51,EUR,manual_entry,cancelled
R0000123,2022-02-11,imaging,41.49,count,manual_entry,pending
R0000946,21/01/2022,follow_up,12.38,points,system_a,rejected
R0000567,2022-01-29,admission,9.29,min,system_b,rejected
R0000826,2022-03-22,imaging ,,count,manual_entry,pending
R0000436,2022-07-04,imaging,20.55,min,manual_entry,rejected
R0000658,2022-05-15,lab_test,3.04,mmol/L,manual_entry,Rejected
R0001085,2022-02-21,admission,9.12,points,system_c,pending
R0000202,2022-05-02,transfer,5.37,min,system_b,rejected
R0000273,2022-04-21,admission ,9.04,min,manual_entry,rejected
R0000868,2022-06-14,discharge,7.65,min,import_batch,rejected
R0000127,2022-04-28,lab_test,24.82,mmol/L,system_a,review
R0000957,2022-12-13,lab_test,15.63,g/dL,manual_entry,review
R0000140,2022-02-08,billing,4296.9,EUR,,review
R0001033,2022-07-01,lab_test,12.67,mmol/L,manual_entry,
R0000767,2022-07-24,discharge ,7.05,count,system_a,review
R0000551,2022-08-18,transfer,2.82,min,import_batch,review
R0000337,2022-08-10,billing,-4510.32,EUR,system_c,
R0000786,2022-09-28,billing,,EUR,import_batch,cancelled
R0001075,27/12/2022,admission,8.6,points, system_a,ok
R0000852,2022-12-22,follow-up,94.8,min,import_batch,Rejected
R0000243,2022-07-15,admission,7.71,points,import_batch,ok
R0001043, 2022-09-02 ,billing,496.96,USD,system_a,Pending
R0000877,2022-01-09,billing ,230.26,EUR,system_a,Cancelled
R0000115,2022-03-16,imaging,32.04,min,system_a,rejected
R0000360,2022-06-28,follow_up,27.09,count,system_a,ok
R0000773,2022-01-11,follow_up,66.75,count,system_b,pending
R0001138,2022-08-07,discharge,7.45,points,import_batch,review
R0000277,2022-02-12,admission ,9.46,count,system_a,Ok
R0000784,2022-12-29,billing,374.04,SEK,manual_entry,rejected
R0000466,23/01/2022,billing,,USD,manual_entry,review
R0000931,2022-04-03,lab_test,13.39,mg/L,import_batch,
R0001012,2022-03-14,discharge,8.25,points,system_b,ok
R0000285,2022-01-27,discharge,7.13,count,system_a,rejected
R0000879,2022-09-20,billing,4490.34,SEK,manual_entry,ok
R0000782,2022-08-16,transfer,6.59,count,system_b,pending
R0000550,2022-02-20,transfer,4.46,min,SYSTEM_A,pending
R0000518,2022-07-15,discharge,5.43,points,import_batch,rejected
R0000893,2022-09-04,imaging,4.27,count,manual_entry,cancelled
R0000178,2022-12-03,follow_up,54.66,count,system_a,OK
R0000584,2022-11-12,billing,845.41,USD,manual_entry,Pending
R0000004,2022-08-25,discharge,5.08,count,system_c,pending
R0000709,2022-09-26,transfer,3.24,points,manual_entry,review
R0001124,2022-04-06,transfer,1.57,min,SYSTEM_A,pending
R0000622,2022-12-22,lab_test,10.47,mg/L,manual_entry,rejected
